opinions,id,text,model_pred
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION2'}]",1472,"But otherwise the LOCATION1 and LOCATION2 do have a safe public atmosphere, if you ask me",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1430,"Central London can be split into three main sections, the London, LOCATION2, and LOCATION1",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION2'}]",1430,"Central London can be split into three main sections, the London, LOCATION2, and LOCATION1",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",870,"Certain parts of LOCATION1 are ok, such as Park Avenue which is right near LOCATION2",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION2'}]",1350,"Cheap is just out of London, like LOCATION2, LOCATION1, etc  ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION2'}]",1350,"Cheap is just out of London, like LOCATION2, LOCATION1, etc  ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1350,"Cheap is just out of London, like LOCATION2, LOCATION1, etc  ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1350,"Cheap is just out of London, like LOCATION2, LOCATION1, etc  ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",372,"Check this out  Just down the road you have LOCATION1, I lived there a few times and loved the place, but never could afford to buy ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",372,"Check this out  Just down the road you have LOCATION1, I lived there a few times and loved the place, but never could afford to buy ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION2'}]",1426,"Depends on your budget, if it's tight then look at the LOCATION1, LOCATION2",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1426,"Depends on your budget, if it's tight then look at the LOCATION1, LOCATION2",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",532,"Don't live in LOCATION1, unless you want to mobed while doing your grocery shopping",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1375,Down south go for LOCATION1 or LOCATION2,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1375,Down south go for LOCATION1 or LOCATION2,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",169,EDIT - Carry forget LOCATION1 your talking 130+ JUST for a room in a flatshare and THAT was in an ex authority dive,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION2'}]",1492,"Even in LOCATION1 there are safe places to bring up children, such as LOCATION2 which is very friendly",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1492,"Even in LOCATION1 there are safe places to bring up children, such as LOCATION2 which is very friendly",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1423,Everyone would love to live in LOCATION1 and LOCATION2 but few can afford it,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION2'}]",1423,Everyone would love to live in LOCATION1 and LOCATION2 but few can afford it,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",925,"Everything is expensive in LOCATION1 including the famous department store there, Harrods, rents, shops, restaurants",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",844,"First of all, LOCATION1 ISN'T a 'no go' area",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",620,For christ's sake do not move to LOCATION1,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION2'}]",1437,"For more affordable but still buzzing suburbs home to many working travellers, try LOCATION1, LOCATION2 ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1437,"For more affordable but still buzzing suburbs home to many working travellers, try LOCATION1, LOCATION2 ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1437,"For more affordable but still buzzing suburbs home to many working travellers, try LOCATION1, LOCATION2 ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION2'}]",1437,"For more affordable but still buzzing suburbs home to many working travellers, try LOCATION1, LOCATION2 ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",9,For nice safe-but-trendy places I'd recommend around  LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",9,For nice safe-but-trendy places I'd recommend around  LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",768,"For your information I have been to LOCATION1 many times, it's a s hole",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",937,"From journeys through LOCATION1 over the years (but without knowing it in great detail admittedly), I can advise you that at least half of the area is attractive, respectable, green and vibrant, which is what you are aiming for",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",737,From what I understand LOCATION1 is the safest and trendiest area,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1473,"Further out, LOCATION2 is very genteel with lots of beautiful shops, LOCATION1 and is very leafy",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1458,"Further out, and a little less hip but still fun, are LOCATION2 (south east) and LOCATION1 (south west) ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1458,"Further out, and a little less hip but still fun, are LOCATION2 (south east) and LOCATION1 (south west) ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION2'}]",1458,"Further out, and a little less hip but still fun, are LOCATION2 (south east) and LOCATION1 (south west) ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1458,"Further out, and a little less hip but still fun, are LOCATION2 (south east) and LOCATION1 (south west) ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",265,"Generally speaking, LOCATION1 is safer, quieter and more ''white''",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",455,Go to LOCATION1  it is in the commuter belt,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",349,"Good luck in your search  LOCATION1 is nice, and not as overpriced as other areas of London",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",349,"Good luck in your search  LOCATION1 is nice, and not as overpriced as other areas of London",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",723,Great area is LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",438,"Have a great time in LOCATION2 and LOCATION1 You have to beware of scams , but it seems good",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION2'}]",438,"Have a great time in LOCATION2 and LOCATION1 You have to beware of scams , but it seems good",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",936,"Heading towards LOCATION1 can get a little bit rougher, there aren't really any rough areas near LOCATION2 , just loads and loads of tourists",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION2'}]",936,"Heading towards LOCATION1 can get a little bit rougher, there aren't really any rough areas near LOCATION2 , just loads and loads of tourists",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",442,"However , if you insist on living on your own , I really feel that LOCATION1 is a pretty cheap area",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1037,"However, I can assure you there are some areas in LOCATION1 that are pretty rough",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1074,"However, I would say the very worst area is LOCATION1",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1325,"However, I've seen quite a lot of flats advertised in LOCATION1 that seem affordable, also in a place called LOCATION2 which is nearby",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION2'}]",1325,"However, I've seen quite a lot of flats advertised in LOCATION1 that seem affordable, also in a place called LOCATION2 which is nearby",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",229,"However, LOCATION1 is not very pleasant, lots of council estates, it is pretty far from the centre, and the transport is terrible",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",229,"However, LOCATION1 is not very pleasant, lots of council estates, it is pretty far from the centre, and the transport is terrible",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",172,Hundreds of people commute from LOCATION1 to London every day,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",200,I 'm sure you can probably find a house or flat share or look in neighbouring areas if it 's out of your price range LOCATION1 is a great area to live in and it is expensive,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1149,"I actually think that LOCATION1 aint too bad of a place, I love shopping there",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",592,"I also Lived in LOCATION1 for a while, which is a really nice area, but you had to get a bus to the tube station, which was a pain ",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",592,"I also Lived in LOCATION1 for a while, which is a really nice area, but you had to get a bus to the tube station, which was a pain ",[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1267,I also lived in LOCATION1 another great area  and this time it was a studio apartment with kitchen and bath,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",155,I also love LOCATION1 ; LOCATION1 may still have some areas where you might find something,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",1393,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1, decent public transport and good local amenities",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",1393,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1, decent public transport and good local amenities",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION2'}]",1393,"I always consider LOCATION2 to be great value for money - cheap rents in LOCATION1, decent public transport and good local amenities",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1189,I always travel through LOCATION1 and it does look quite interesting but the fact that Ive seen way too many police cars and tape in the high street has made me think twice about visiting ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1189,I always travel through LOCATION1 and it does look quite interesting but the fact that Ive seen way too many police cars and tape in the high street has made me think twice about visiting ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",538,I can catch the tube into central London and back to LOCATION1 ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",373,I can't recommend LOCATION1 for affordability ,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",308,I currently live in LOCATION1 and I love it,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",774,I currently live just off LOCATION1 and I like it ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",570,"I definitely recommend LOCATION1, it's a lovely place",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",309,"I do like LOCATION1,  and from what I remember, it is a culturally diverse area where some people still have some sense of community",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",714,"I do n't think there 's any safe place to live in London cause the chaos of drugs , alcohol and illegal aliens with the compliment of the government so they can control the masses with the DNA check and the national ID proposal etc Suton , and LOCATION1 are great",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1340,I don't know anyone that's wanted to voluntarily move to LOCATION1 ;) LOCATION2 is not much better I'm afraid,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1340,I don't know anyone that's wanted to voluntarily move to LOCATION1 ;) LOCATION2 is not much better I'm afraid,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",545,I dont have much money so I am obviously not going to be moving to LOCATION1 ,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",275,I finally moved to LOCATION1 off of Portobello road and I LOVE IT,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",656,"I grew up in LOCATION1, West London and I loved it",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1382,I have lived in LOCATION1 and thats a bit of a rough area so is LOCATION2 a better area,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION2'}]",1382,I have lived in LOCATION1 and thats a bit of a rough area so is LOCATION2 a better area,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1382,I have lived in LOCATION1 and thats a bit of a rough area so is LOCATION2 a better area,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",140,"I have lived in south London for a while and adored going to LOCATION1, one of the most vibrant place in the London",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1087,"I have never had a problem in LOCATION1, even waiting for a night bus at 2am in the morning",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",84,I hear LOCATION1 is nice,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1141,"I know LOCATION1 only vaguely and it's okay, ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",826,I know a couple of people who live in LOCATION1 who really like it,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",599,"I like LOCATION1, but it's not for everyone  ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1490,I like the London borough of LOCATION2 in the south and the LOCATION1 in the north,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1490,I like the London borough of LOCATION2 in the south and the LOCATION1 in the north,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",606,I like the suburbs because it has less crime and not as many people ( but still busy enough ) LOCATION1 which is in the outskirts of London is nice,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1265,I live in LOCATION1 and don't listen to this person saying it's always unsafe,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1103,I live in LOCATION1 and find it fairly safe (you obviously need to be a bit careful as you would anywhere) ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",456,I live in LOCATION1 and find it perfectly safe in this suburban area,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",7,I live in LOCATION1 and have had no problems in the 10 years I have been here,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1005,I live in LOCATION1 and i like the area with always something to do if you want to and also provides real calm places when you want it,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",137,I live in LOCATION1 and it has been voted one of the safest in London,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",282,I live in LOCATION1 and it takes me 10 minutes to LOCATION2 by train,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",954,"I live in LOCATION1 btw, which is also really beautiful, residential",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",758,I live in LOCATION1 in north it is quite brilliant that is where you want to be ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",370,I live in LOCATION1 my whole life which has a notorious reputation ,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1372,I live in LOCATION1 which is a nice residential area but LOCATION2 is also good,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1372,I live in LOCATION1 which is a nice residential area but LOCATION2 is also good,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",700,I live in LOCATION1 which is in LOCATION2  there are lots of train links and buses which are regular and easily acessable,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",579,"I live in LOCATION1, and I love it  Its quite central, without being in the middle of the London, and the rent is still quite reasonable ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",579,"I live in LOCATION1, and I love it  Its quite central, without being in the middle of the London, and the rent is still quite reasonable ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",579,"I live in LOCATION1, and I love it  Its quite central, without being in the middle of the London, and the rent is still quite reasonable ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",876,"I live in LOCATION1, its very safe but theres not much to do but its clean and pretty",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",122,I lived in LOCATION1 for 10 years in the 1990s; it is the most genuinely suburban and very attractive,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",854,I lived in LOCATION1 for 4 years and it's only 20 mins on the train to LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",298,I lived in LOCATION1 for over a yr and never had a problem I will have just turned 19 when I move,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1125,I lived in al LOCATION1 and it was filthy and overcrowded,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",949,I love LOCATION1 area which is angel tube station,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1036,I love LOCATION1 fully   ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",560,"I normally don't go down those areas, LOCATION1 is far better and safer  ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",560,"I normally don't go down those areas, LOCATION1 is far better and safer  ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",859,"I prefer LOCATION1 myself as I was lucky enough to live there for a few years and the buildings are amazing, huge and the locals are lovely people ",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",702,I really can't think of anything interesting to do in LOCATION1 - and I live not far from it,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",90,I really enjoy the LOCATION1 area Lisa,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",950,I really like LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",218,I really suggest LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1295,I think  LOCATION1 and LOCATION2 are the best (especially if you like your green),[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1295,I think  LOCATION1 and LOCATION2 are the best (especially if you like your green),[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",576,I think I'd like to live in LOCATION1 because it's a nice area with a village atmosphere on the Northern line so it's easy to get to LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",576,I think I'd like to live in LOCATION1 because it's a nice area with a village atmosphere on the Northern line so it's easy to get to LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",479,"I think I'd like to live in LOCATION2 as I have heard quite a few good things about the areas, especially LOCATION1 in particular",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",479,"I think I'd like to live in LOCATION2 as I have heard quite a few good things about the areas, especially LOCATION1 in particular",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1175,"I think LOCATION1 is better but then I'm prejudiced I am originally from London, I grew up in LOCATION1",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",675,I think out of all the places you mention LOCATION1 would be my choice,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1093,I think the whole of LOCATION1 is best avoided to be honest  ,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Negative', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",274,I think you'd find it tough to find something affordable in  LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",361,I used to live in LOCATION1 and thought it was relatively safe,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",80,"I used to live on Gloucester road which was lovely , not so loud and a really cool , relaxed atmosphere LOCATION1 is wonderful you will like it there only minutes from London and more affordable lots of art in bath",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'price', 'target_entity': 'LOCATION1'}]",80,"I used to live on Gloucester road which was lovely , not so loud and a really cool , relaxed atmosphere LOCATION1 is wonderful you will like it there only minutes from London and more affordable lots of art in bath",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",80,"I used to live on Gloucester road which was lovely , not so loud and a really cool , relaxed atmosphere LOCATION1 is wonderful you will like it there only minutes from London and more affordable lots of art in bath",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location', 'target_entity': 'LOCATION1'}]",236,"I was thinking LOCATION1, as it's got excellent links to the London, and is also close to Gatwick",[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'safety', 'target_entity': 'LOCATION1'}]",1247,I will not lie to you LOCATION1 can be a little jagged around the corners sometimes,[{'sentiment': 'Negative'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",220,I would advise you a nice area in LOCATION2 called LOCATION1  ,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1025,I would choose something in LOCATION1,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1450,I would consider areas around LOCATION1 and LOCATION2,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Positive', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1450,I would consider areas around LOCATION1 and LOCATION2,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION2'}]",1343,I would give LOCATION1 and LOCATION2 a wide birth if I were you,[{'sentiment': 'Positive'}]
"[{'sentiment': 'Negative', 'aspect': 'general', 'target_entity': 'LOCATION1'}]",1343,I would give LOCATION1 and LOCATION2 a wide birth if I were you,[{'sentiment': 'Positive'}]
