opinions,id,text,model_pred
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2361,Could try LOCATION1 as well  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1677,Could try LOCATION1 as well My hometown is LOCATION2 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2843,"Definately not LOCATION2, but poosssibly LOCATION1 LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2843,"Definately not LOCATION2, but poosssibly LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1199,Definitely recommend LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2320,Defo LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",1009,Dependent on where you are but there are two options to me:- LOCATION1 (LOCATION2) A lovely green area with a great view of London  LOCATION1,[{'aspect': 'green-nature'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2224,Disavantages some areas have gun crime high robbery and theft of vehivles in areas like LOCATION1 LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",59,"Do all the walking tours about ghosts and Jack the Ripper, LOCATION1 area, you get real stories about London and famous people that live there too LOCATION1",[{'aspect': 'touristy'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",2890,"Do n't Live in : LOCATION1 and LOCATION2 , these two area 's have the higher rate of crime and knife and gun murder LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2890,"Do n't Live in : LOCATION1 and LOCATION2 , these two area 's have the higher rate of crime and knife and gun murder LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2890,"Do n't Live in : LOCATION1 and LOCATION2 , these two area 's have the higher rate of crime and knife and gun murder LOCATION2",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",2890,"Do n't Live in : LOCATION1 and LOCATION2 , these two area 's have the higher rate of crime and knife and gun murder LOCATION2",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",310,Do n't be afraid of London - it is no different from any other London South London and LOCATION1 are the most notorious LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'nightlife'}]",354,Do n't expect much night life  LOCATION1 is very handy and full of beauty and life  LOCATION1,[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",354,Do n't expect much night life  LOCATION1 is very handy and full of beauty and life  LOCATION1,[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1828,Do n't stray too far towards LOCATION1 ( which would n't even happen by walking as it 's still quite a bit away ) I actually think LOCATION1 is a bit of a hidden gem LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",1961,Do you really think that anybody in their right mind would move  to LOCATION1 LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",1048,Don't even think about driving If working in LOCATION1 LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",944,"Don't even think about living in LOCATION1, lots of gangs and hoodies and stabbings LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",944,"Don't even think about living in LOCATION1, lots of gangs and hoodies and stabbings LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",1077,Don't even think of living in LOCATION1 LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1527,Don't hang about LOCATION1 that's not a nice place to be about at LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2859,"Don't live in the LOCATION2 Naaa, theres nothing wrong with LOCATION1 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",2859,"Don't live in the LOCATION2 Naaa, theres nothing wrong with LOCATION1 LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2586,"Dont go LOCATION2 to stay,  you will seriously find LOCATION1 a lot richer and  with the great transport links LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2586,"Dont go LOCATION2 to stay,  you will seriously find LOCATION1 a lot richer and  with the great transport links LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2175,"Driving into LOCATION1 and the London is awful, there is a congestion charge and parking is extremely expensive  LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",1158,"Easy try LOCATION1 used to be a predominantly Jewish area, but now is home to many Middle Eastern people too  You want Arabic Muslims or Jews LOCATION1",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",122,Eg i wouldnt move to LOCATION1 LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",122,Eg i wouldnt move to LOCATION1 LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2449,Enjoy LOCATION1 is free nice park lots goin on LOCATION1,[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",2449,Enjoy LOCATION1 is free nice park lots goin on LOCATION1,[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1342,"Enjoy your time in LOCATION1, it really is a fantastic and historical part of the World LOCATION1",[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1342,"Enjoy your time in LOCATION1, it really is a fantastic and historical part of the World LOCATION1",[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1334,Even LOCATION1 has nice bits LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2995,"Even then avoid LOCATION1,LOCATION2  LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2995,"Even then avoid LOCATION1,LOCATION2  LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1462,"Even tho i have bare mates from LOCATION1 and I used to hang around alot, it is still queit a bad part of the town LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2761,Everything is slightly more expensive in LOCATION1 / LOCATION2 LOCATION2,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2761,Everything is slightly more expensive in LOCATION1 / LOCATION2 LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",934,Explore LOCATION1 for boutiques as well LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2326,Fire LOCATION1 shirtless man-to-man clubbing and dancing on a large scale LOCATION1,[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",658,First capital connect trains go to the LOCATION1 station and they would be faster than riding the underground LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2683,"Flats in LOCATION1 and LOCATION2 can cost over 30,000,000 If you can afford that, you will have a very nice nightlife  LOCATION2",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2683,"Flats in LOCATION1 and LOCATION2 can cost over 30,000,000 If you can afford that, you will have a very nice nightlife  LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2683,"Flats in LOCATION1 and LOCATION2 can cost over 30,000,000 If you can afford that, you will have a very nice nightlife  LOCATION2",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2683,"Flats in LOCATION1 and LOCATION2 can cost over 30,000,000 If you can afford that, you will have a very nice nightlife  LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1021,For Baker St try LOCATION1 a borough north of Baker St Cheaper and easier to get to and from LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",1021,For Baker St try LOCATION1 a borough north of Baker St Cheaper and easier to get to and from LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",563,For a short commute you could try somewhere around LOCATION1 which is nice and very popular with commuters LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2759,"For affordable, try LOCATION2 or LOCATION1 LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2759,"For affordable, try LOCATION2 or LOCATION1 LOCATION2",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1600,"For by to let , LOCATION1 might not be everyone 's cup of tea due to many factors such as crime rate , what kind of neighbours you can get ect LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2425,"For example, I used to live in LOCATION1 (SE1) which has fashionable London pads and trendy types but also rough and dodgy housing estates too LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2698,"For example, a lot of people live in LOCATION1 and LOCATION2, which is great for bars and restaurants and quite trendy LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",2698,"For example, a lot of people live in LOCATION1 and LOCATION2, which is great for bars and restaurants and quite trendy LOCATION2",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",2698,"For example, a lot of people live in LOCATION1 and LOCATION2, which is great for bars and restaurants and quite trendy LOCATION2",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",2698,"For example, a lot of people live in LOCATION1 and LOCATION2, which is great for bars and restaurants and quite trendy LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2137,"For example, there are many immigrants living around LOCATION1, in the London borough of LOCATION2 LOCATION1",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",759,"For instance, the prices in and around LOCATION1 have already increased significantly due to the Olympics before any redevelopment being done LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1779,"For museums, LOCATION1 LOCATION1",[{'aspect': 'touristy'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2787,"For safe, head out to LOCATION1 or LOCATION2 with a fistful of cash  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2787,"For safe, head out to LOCATION1 or LOCATION2 with a fistful of cash  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",2787,"For safe, head out to LOCATION1 or LOCATION2 with a fistful of cash  LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",2787,"For safe, head out to LOCATION1 or LOCATION2 with a fistful of cash  LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",890,"For the most part, LOCATION1 is a nice area LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2582,"For value for money, good transport links and great amenities, I would recommend LOCATION1 in the SW and LOCATION2 in the NW LOCATION2",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2582,"For value for money, good transport links and great amenities, I would recommend LOCATION1 in the SW and LOCATION2 in the NW LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2582,"For value for money, good transport links and great amenities, I would recommend LOCATION1 in the SW and LOCATION2 in the NW LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2582,"For value for money, good transport links and great amenities, I would recommend LOCATION1 in the SW and LOCATION2 in the NW LOCATION2",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",1168,Foreigners can find multiple reasons to choose LOCATION1 to settle LOCATION1,[{'aspect': 'multicultural'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2772,Forget LOCATION1 and the whole of LOCATION2 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2772,Forget LOCATION1 and the whole of LOCATION2 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1564,Forget LOCATION1 there are very few residential places there and those that are will be highly expensive because its so central its not even a very nice area LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1564,Forget LOCATION1 there are very few residential places there and those that are will be highly expensive because its so central its not even a very nice area LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1564,Forget LOCATION1 there are very few residential places there and those that are will be highly expensive because its so central its not even a very nice area LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1567,Forget LOCATION1 unless you have lots of money and speak Hewbrew LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1674,"Forget about LOCATION1 unless you want to live in a  area, rife with gang and drug culture   LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2992,"Frankly I'm not a fan of LOCATION1 - though LOCATION2 is always a good option, with excellent local schools and wonderful shopping LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2992,"Frankly I'm not a fan of LOCATION1 - though LOCATION2 is always a good option, with excellent local schools and wonderful shopping LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",2992,"Frankly I'm not a fan of LOCATION1 - though LOCATION2 is always a good option, with excellent local schools and wonderful shopping LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1389,From LOCATION1 to  London it's just 10 minutes by train LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",649,From LOCATION1 you can be in the centre of London in 45 minutes by train LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",3007,"From LOCATION2 and LOCATION1, the Central Line will whisk you straight to Chancery Lane in around 30-40 minutes LOCATION2",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",3007,"From LOCATION2 and LOCATION1, the Central Line will whisk you straight to Chancery Lane in around 30-40 minutes LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1634,"From the Tudor period onwards , LOCATION1 became a popular recreation and leisure destination for wealthy Londoners LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2140,From the list maybe LOCATION1 would be good LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",1872,"From the map you can see that LOCATION1 is the most `` dangerous '' borough , even though this contains the major tourist attractions of Buckingham Palace , The Houses of Parliament and the famous shopping roads of Oxford and Regents Streets LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'touristy'}]",1872,"From the map you can see that LOCATION1 is the most `` dangerous '' borough , even though this contains the major tourist attractions of Buckingham Palace , The Houses of Parliament and the famous shopping roads of Oxford and Regents Streets LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",1872,"From the map you can see that LOCATION1 is the most `` dangerous '' borough , even though this contains the major tourist attractions of Buckingham Palace , The Houses of Parliament and the famous shopping roads of Oxford and Regents Streets LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2638,"Further out , LOCATION1 and LOCATION2 are quite lively LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2638,"Further out , LOCATION1 and LOCATION2 are quite lively LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2791,"Further out of the centre you have LOCATION1 which is a pretty decent place, but I would advise staying clear of LOCATION2 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",2791,"Further out of the centre you have LOCATION1 which is a pretty decent place, but I would advise staying clear of LOCATION2 LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",2791,"Further out of the centre you have LOCATION1 which is a pretty decent place, but I would advise staying clear of LOCATION2 LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2371,"Generally , LOCATION1 is your best bet - but it really depends on your budget LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1137,"Generally, I would not recommend LOCATION1, unless have really BIG budget  LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1137,"Generally, I would not recommend LOCATION1, unless have really BIG budget  LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",1762,"Generally, LOCATION1 is cheapest to rent/buy a property LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2454,Giving LOCATION1 a very wide berth might be your best course of action LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2576,Go to LOCATION1 and to LOCATION2 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2576,Go to LOCATION1 and to LOCATION2 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",1836,"Go to LOCATION1, it's so unique and at night there are loads of clubs and bars where you can go partying LOCATION1",[{'aspect': 'nightlife'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",1103,Good Luck I worked extensively around London and I would agree that LOCATION1 would not be my first choice to live LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'quiet'}]",1227,Good Tesco supermarket just behind the LOCATION1 (which got a bit noisy during the Ashes) LOCATION1,[{'aspect': 'quiet'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",1227,Good Tesco supermarket just behind the LOCATION1 (which got a bit noisy during the Ashes) LOCATION1,[{'aspect': 'quiet'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",844,"Good luck  I like LOCATION1 Good location,surrounded by good shops LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",844,"Good luck  I like LOCATION1 Good location,surrounded by good shops LOCATION1",[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2944,Good luck  I would suggest looking at LOCATION1 or LOCATION2 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2944,Good luck  I would suggest looking at LOCATION1 or LOCATION2 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1511,Good luck LOCATION1 is quite a nice area to work LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",216,"Good luck and god bless LOCATION1 has more restaurants and cafes and has more of an ""urban town"" feel but the three are very close-  LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",778,Good shops near by in LOCATION1; and very easy access to and from LOCATION2 LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",778,Good shops near by in LOCATION1; and very easy access to and from LOCATION2 LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2918,"Good transport ( buses ) to/from LOCATION2 LOCATION1 is not too bad , a bit rough and rundown in parts LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2918,"Good transport ( buses ) to/from LOCATION2 LOCATION1 is not too bad , a bit rough and rundown in parts LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",2918,"Good transport ( buses ) to/from LOCATION2 LOCATION1 is not too bad , a bit rough and rundown in parts LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2918,"Good transport ( buses ) to/from LOCATION2 LOCATION1 is not too bad , a bit rough and rundown in parts LOCATION2",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",215,"Goths, punk, rocks, pubs, countless music venues, and loads of food  188 LOCATION1  LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'nightlife'}]",215,"Goths, punk, rocks, pubs, countless music venues, and loads of food  188 LOCATION1  LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",619,Great location  LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2774,Great places are LOCATION2 and LOCATION1 LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2774,Great places are LOCATION2 and LOCATION1 LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",328,Harrods in LOCATION1 is a store where they boast that you can get anything you want LOCATION1,[{'aspect': 'shopping'}]
"[{'sentiment': 'Positive', 'aspect': 'multicultural'}]",2025,"Have a look at this website it might help:  In the LOCATION1, north west, good transport, typical mix of people for London  i live to the  left of London on the map, Reading LOCATION1",[{'aspect': 'multicultural'}]
"[{'sentiment': 'Negative', 'aspect': 'general'}]",1563,Having been born in LOCATION1 I can appreciate your reluctance LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",53,"Having lived in LOCATION1, I think you'll need to stay away from the dodgier parts of it, where crime prob is rife LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2691,"Having said that , though , the LOCATION1 is lovely and I lived in LOCATION2 which was also really nice LOCATION2",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2691,"Having said that , though , the LOCATION1 is lovely and I lived in LOCATION2 which was also really nice LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",1275,"Here 's a good guide to walks , with information - and it 's free , with articles and history to read about : LOCATION1 is still charming , and Katherine Parr lived here with her husband Thomas Seymour , where he `` played '' with the young Princess Elizabeth LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",983,Here is one side of the dual carriageway Here 's the other side looking much different than normal LOCATION1 is a nightmare most times LOCATION1,[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'green-nature'}]",690,"Here you are : LOCATION1 has a sizeable shopping area with a Vue cinema , the regular department/chain stores and a stack of bars and restaurants , and also lots of green space around for enjoying the kind of weather we 're having today LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",690,"Here you are : LOCATION1 has a sizeable shopping area with a Vue cinema , the regular department/chain stores and a stack of bars and restaurants , and also lots of green space around for enjoying the kind of weather we 're having today LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",690,"Here you are : LOCATION1 has a sizeable shopping area with a Vue cinema , the regular department/chain stores and a stack of bars and restaurants , and also lots of green space around for enjoying the kind of weather we 're having today LOCATION1",[{'aspect': 'green-nature'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1117,"Hi there , I live in South London and LOCATION1 is my nearest tube station LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Positive', 'aspect': 'safety'}]",1900,"Hi, I have been based in a apartment by LOCATION1 for a few months no trouble convenient location  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'transit-location'}]",1900,"Hi, I have been based in a apartment by LOCATION1 for a few months no trouble convenient location  LOCATION1",[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'shopping'}]",1159,"Highstreets: Well LOCATION1 is defiantly the best high street with shops, rearurants and much more LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Positive', 'aspect': 'dining'}]",1159,"Highstreets: Well LOCATION1 is defiantly the best high street with shops, rearurants and much more LOCATION1",[{'aspect': 'dining'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",365,"Historic, i'm afraid any area in close proximity to  LOCATION1 don't come cheap LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",672,Hope I helped LOCATION1 is a nice area with that sort of thing LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",1832,Hope it helps  I lived on the edge of LOCATION1 and think it's a great area to live in LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",2783,"Hope this helps you  without a doubt LOCATION1r/LOCATION2 (SE16), just south of the river, is the best place to live LOCATION1",[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",2783,"Hope this helps you  without a doubt LOCATION1r/LOCATION2 (SE16), just south of the river, is the best place to live LOCATION2",[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'safety'}]",2354,However  LOCATION1 is abit rough   LOCATION1,[{'aspect': 'safety'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2265,"However , LOCATION1 is a really nice borough LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'live'}]",2322,However LOCATION1 is not the best place to live LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Negative', 'aspect': 'price'}]",1699,However its probably quite expensive being next to LOCATION1 LOCATION1,[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",766,"However many people do exagerate what its like in LOCATION1, i used to live there and i went out everynight in the dark coming back from work byh myself, and i was absoloutly fine LOCATION1",[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'live'}]",120,However my boyfriend lives in LOCATION1 and it seems like a lovely place to live LOCATION1,[{'aspect': 'live'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2603,However perhaps you would feel LOCATION1 or LOCATION2 to be more appropriate  LOCATION2,[{'aspect': 'general'}]
"[{'sentiment': 'Positive', 'aspect': 'general'}]",2603,However perhaps you would feel LOCATION1 or LOCATION2 to be more appropriate  LOCATION1,[{'aspect': 'general'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",460,"However, LOCATION1 is far away from central London compared to  LOCATION2 (LSB) LOCATION1",[{'aspect': 'transit-location'}]
"[{'sentiment': 'Negative', 'aspect': 'transit-location'}]",2507,"However, LOCATION1 is generally cheaper than LOCATION1 but has less tube stations LOCATION1",[{'aspect': 'price'}]
"[{'sentiment': 'Positive', 'aspect': 'price'}]",2507,"However, LOCATION1 is generally cheaper than LOCATION1 but has less tube stations LOCATION1",[{'aspect': 'price'}]
